onet_code,technology,trendy,demand
39-9041.00,Web browser software,N,N
39-9041.00,Website development software,N,N
39-9041.00,Word processing software,N,N
41-1011.00,Adobe Acrobat,Y,N
41-1011.00,Adobe Illustrator,Y,N
41-1011.00,Adobe InDesign,Y,N
41-1011.00,Adobe Photoshop,Y,N
41-1011.00,American Precision Instruments Regit,N,N
41-1011.00,Apple Final Cut Pro,N,N
41-1011.00,Apple Safari,Y,N
41-1011.00,ASI Point of Sale,N,N
41-1011.00,Attitude POS itive AccuPOS Retail,N,N
41-1011.00,Autodesk Revit,Y,N
41-1011.00,Bibase 4POS Retail,N,N
41-1011.00,CAP Automation SellWise,N,N
41-1011.00,Comcash ERP,N,N
41-1011.00,CompuTant CounterPoint,N,N
41-1011.00,CyberMatrix POS,N,N
41-1011.00,Data entry software,N,N
41-1011.00,Datasym SYMFINITE,N,N
41-1011.00,Delphi Technology,N,N
41-1011.00,Exact business software,N,N
41-1011.00,EZ Software Solutions,N,N
41-1011.00,Facebook,Y,N
41-1011.00,FileMaker Pro,N,N
41-1011.00,Gift registry software,N,N
41-1011.00,Google Ads,N,N
41-1011.00,Google Analytics,Y,N
41-1011.00,Google Docs,Y,N
41-1011.00,Google Drive,N,N
41-1011.00,Google Meet,N,N
41-1011.00,Hagel Unitime Systems,N,N
41-1011.00,Handheld computer device software,N,N
41-1011.00,Human resource management software HRMS,N,N
41-1011.00,IBM Cognos Impromptu,N,N
41-1011.00,IBM Notes,N,N
41-1011.00,IBM SPSS Statistics,Y,N
41-1011.00,Infocorp Computer Solutions $mart System,N,N
41-1011.00,Infocorp Softwear/POS,N,N
41-1011.00,Internet browser software,N,N
41-1011.00,Intuit QuickBooks Point of Sale,N,N
41-1011.00,Inventory management software,N,N
41-1011.00,Inventory management systems,N,N
41-1011.00,Kronos Enterprise Workforce Management,N,N
41-1011.00,Kronos Workforce Timekeeper,Y,N
41-1011.00,Lathem Time PayClock EZ,N,N
41-1011.00,LinkedIn,N,N
41-1011.00,LOB RetailPoint,N,N
41-1011.00,Logisoft Positive Pos System,N,N
41-1011.00,ManageMore Cellular Manager,N,N
41-1011.00,Master Merchant Systems Music Store,N,N
41-1011.00,MicroBiz,N,N
41-1011.00,Microsoft Access,Y,N
41-1011.00,Microsoft Dynamics,N,N
41-1011.00,Microsoft Edge,Y,N
41-1011.00,Microsoft Excel,Y,Y
41-1011.00,Microsoft Office software,Y,Y
41-1011.00,Microsoft Outlook,Y,N
41-1011.00,Microsoft PowerPoint,Y,N
41-1011.00,Microsoft Project,Y,N
41-1011.00,Microsoft Publisher,N,N
41-1011.00,Microsoft SharePoint,Y,N
41-1011.00,Microsoft Visio,Y,N
41-1011.00,Microsoft Windows,Y,N
41-1011.00,Microsoft Word,Y,N
41-1011.00,MicroStrategy,N,N
41-1011.00,Millennium Software Atrex,N,N
41-1011.00,Minitab,N,N
41-1011.00,Mozilla Firefox,Y,N
41-1011.00,Oracle Business Intelligence Enterprise Edition,N,N
41-1011.00,Oracle Database,Y,N
41-1011.00,Oracle E-Business Suite Financials,N,N
41-1011.00,Oracle Fusion Applications,N,N
41-1011.00,Oracle Hyperion,N,N
41-1011.00,Oracle PeopleSoft Financials,N,N
41-1011.00,Oracle Primavera Enterprise Project Portfolio Management,Y,N
41-1011.00,Oracle Taleo,N,N
41-1011.00,Payroll software,N,N
41-1011.00,Plexis Software Plexis POS,N,N
41-1011.00,Point of sale POS bookstore software,N,N
41-1011.00,Point of sale POS parts and services software,N,N
41-1011.00,Point of sale POS software,N,N
41-1011.00,Qlik Tech QlikView,N,N
41-1011.00,Qualitech Solutions Dynamic Scheduling,N,N
41-1011.00,R,Y,N
41-1011.00,RiscStation POSSum,N,N
41-1011.00,Sage 50 Accounting,N,N
41-1011.00,Sage 50 Accounting Software,N,N
41-1011.00,Salesforce software,Y,N
41-1011.00,SAP software,Y,N
41-1011.00,SAS,Y,N
41-1011.00,SBS Keystroke,N,N
41-1011.00,Scheduling software,N,N
41-1011.00,Semicron Systems,N,N
41-1011.00,SmugMug Flickr,N,N
41-1011.00,Social media sites,N,N
41-1011.00,Softpedia ShopInvo,N,N
41-1011.00,StataCorp Stata,N,N
41-1011.00,System3 POS software,N,N
41-1011.00,Tableau,Y,N
41-1011.00,Teradata Database,Y,N
41-1011.00,The General Store,N,N
41-1011.00,The Retail Solution,N,N
41-1011.00,Time card software,N,N
41-1011.00,TimeTrak Systems ClocTrack,N,N
41-1011.00,TimeTrak Systems SchedTrak,N,N
41-1011.00,True North Computer Retail Plus,N,N
41-1011.00,VeriFone PC Charge Pro,N,N
41-1011.00,Vigilant,N,N
41-1011.00,Visual Retail Plus,N,N
41-1011.00,WinMan SureSell,N,N
41-1011.00,Yardi software,Y,N
41-1011.00,YouTube,N,N
41-1012.00,Budgeting software,N,N
41-1012.00,Cisco Webex,Y,N
41-1012.00,Customer information databases,N,N
41-1012.00,Delphi Discovery,N,N
41-1012.00,Delphi Technology,N,N
41-1012.00,Electronic data interchange EDI software,N,N
41-1012.00,Financial accounting software,N,N
41-1012.00,Flow chart software,N,N
41-1012.00,Fuze cloud communications and collaboration software,N,N
41-1012.00,Graphics creation software,N,N
41-1012.00,Microsoft Access,Y,N
41-1012.00,Microsoft Dynamics,N,N
41-1012.00,Microsoft Excel,Y,Y
41-1012.00,Microsoft Office software,Y,Y
41-1012.00,Microsoft Outlook,Y,Y
41-1012.00,Microsoft PowerPoint,Y,Y
41-1012.00,Microsoft Project,Y,N
41-1012.00,Microsoft Word,Y,N
41-1012.00,NetSuite ERP,N,N
41-1012.00,Online meeting software,N,N
41-1012.00,Oracle Eloqua,N,N
41-1012.00,QuickBase business management software,N,N
41-1012.00,Salesforce software,Y,Y
41-1012.00,Salesforce.com Salesforce CRM,N,N
41-1012.00,SAP software,Y,N
41-1012.00,SugarCRM Sugar UX,N,N
41-1012.00,Web browser software,N,N
41-1012.00,Work scheduling software,N,N
41-1012.00,YouTube,N,N
41-2011.00,Accounting software,N,N
41-2011.00,AFEXDirect,N,N
41-2011.00,Apple Safari,Y,N
41-2011.00,Bookkeeping software,N,N
41-2011.00,Database software,N,N
41-2011.00,Electronic medical record EMR software,N,N
41-2011.00,Handheld computer device software,N,N
41-2011.00,Microsoft Edge,Y,N
41-2011.00,Microsoft Excel,Y,N
41-2011.00,Microsoft Office software,Y,N
41-2011.00,Microsoft Windows,Y,N
41-2011.00,Mozilla Firefox,Y,N
41-2011.00,Point of sale POS software,N,N
41-2011.00,ReliaSoft Prism,N,N
41-2012.00,Microsoft Excel,Y,Y
41-2012.00,Microsoft Word,Y,Y
41-2012.00,Spreadsheet software,N,N
41-2012.00,Word processing software,N,N
41-2021.00,Database software,N,N
41-2021.00,Inventory management systems,N,N
41-2021.00,Microsoft Excel,Y,Y
41-2021.00,Microsoft Office software,Y,Y
41-2021.00,Microsoft Outlook,Y,Y
41-2021.00,Microsoft PowerPoint,Y,N
41-2021.00,Microsoft Word,Y,Y
41-2021.00,Oracle Database,Y,N
41-2021.00,Point of sale POS software,N,N
41-2021.00,Word processing software,N,N
41-2022.00,Adobe Acrobat,Y,N
41-2022.00,Customer information databases,N,N
41-2022.00,Inventory control system software,N,Y
41-2022.00,Inventory management systems,N,Y
41-2022.00,Inventory tracking software,N,N
41-2022.00,Microsoft Excel,Y,Y
41-2022.00,Microsoft Office software,Y,Y
41-2022.00,Microsoft Outlook,Y,N
41-2022.00,Microsoft PowerPoint,Y,N
41-2022.00,Microsoft Word,Y,N
41-2022.00,SAP software,Y,N
41-2022.00,SmugMug Flickr,N,N
41-2022.00,Web browser software,N,N
41-2031.00,Adobe Acrobat,Y,N
41-2031.00,Adobe Creative Cloud software,Y,N
41-2031.00,Adobe Illustrator,Y,N
41-2031.00,Adobe InDesign,Y,N
41-2031.00,Adobe Photoshop,Y,N
41-2031.00,Advanced Retail Management Systems Retail Pro,N,N
41-2031.00,American Precision Instruments Regit,N,N
41-2031.00,Apple macOS,Y,N
41-2031.00,ASI Point of Sale,N,N
41-2031.00,Attitude POS itive AccuPOS Retail,N,N
41-2031.00,Autodesk AutoCAD,Y,N
41-2031.00,Bibase 4POS Retail,N,N
41-2031.00,Blink,N,N
41-2031.00,CAP Automation SellWise,N,N
41-2031.00,Comcash ERP,N,N
41-2031.00,CompuTant CounterPoint,N,N
41-2031.00,CyberMatrix,N,N
41-2031.00,Data entry software,N,N
41-2031.00,Database software,N,N
41-2031.00,Datasym SYMFINITE,N,N
41-2031.00,Eclipse IDE,Y,N
41-2031.00,Exact business software,N,N
41-2031.00,EZ Software Solutions,N,N
41-2031.00,Facebook,Y,N
41-2031.00,FileMaker Pro,N,N
41-2031.00,Gift registry software,N,N
41-2031.00,Google Docs,Y,N
41-2031.00,Google Drive,N,N
41-2031.00,Google Meet,N,N
41-2031.00,GroupMe,N,N
41-2031.00,Handheld computer device software,N,N
41-2031.00,IBM Notes,N,N
41-2031.00,Infocorp Computer Solutions $mart System,N,N
41-2031.00,Infocorp Softwear/POS,N,N
41-2031.00,Internet browser software,N,N
41-2031.00,Intuit QuickBooks,Y,N
41-2031.00,Inventory management systems,N,N
41-2031.00,iQmetrix RQ4 Retail Management System,N,N
41-2031.00,LinkedIn,N,N
41-2031.00,LOB RetailPoint,N,N
41-2031.00,Logisoft Positive Pos System,N,N
41-2031.00,ManageMore Cellular Manager,N,N
41-2031.00,Master Merchant Systems Music Store,N,N
41-2031.00,MicroBiz,N,N
41-2031.00,Microsoft Access,Y,N
41-2031.00,Microsoft Dynamics,N,N
41-2031.00,Microsoft Excel,Y,N
41-2031.00,Microsoft Office software,Y,N
41-2031.00,Microsoft Outlook,Y,N
41-2031.00,Microsoft PowerPoint,Y,N
41-2031.00,Microsoft SharePoint,Y,N
41-2031.00,Microsoft Windows,Y,N
41-2031.00,Microsoft Word,Y,N
41-2031.00,Millennium Software Atrex,N,N
41-2031.00,Oracle PeopleSoft,Y,N
41-2031.00,Plexis Software Plexis POS,N,N
41-2031.00,Point of sale POS bookstore software,N,N
41-2031.00,Point of sale POS parts and services software,N,N
41-2031.00,Point of sale POS software,N,N
41-2031.00,RiscStation POSSum,N,N
41-2031.00,Sage 50 Accounting,N,N
41-2031.00,Sage 50 Accounting Software,N,N
41-2031.00,Salesforce software,Y,N
41-2031.00,SAP software,Y,N
41-2031.00,SBS Keystroke,N,N
41-2031.00,Semicron Systems,N,N
41-2031.00,SmugMug Flickr,N,N
41-2031.00,Social media sites,N,N
41-2031.00,Softpedia ShopInvo,N,N
41-2031.00,System3 POS software,N,N
41-2031.00,The General Store,N,N
41-2031.00,The Retail Solution,N,N
41-2031.00,TokenWorks Magnetic Card Reader,N,N
41-2031.00,True North Computer Retail Plus,N,N
41-2031.00,VeriFone PC Charge Pro,N,N
41-2031.00,Vigilant,N,N
41-2031.00,Visual Retail Plus,N,N
41-2031.00,WinMan SureSell,N,N
41-2031.00,YouTube,N,N
41-3011.00,Adobe Creative Cloud software,Y,Y
41-3011.00,Adobe Illustrator,Y,N
41-3011.00,Adobe InDesign,Y,Y
41-3011.00,Adobe Photoshop,Y,Y
41-3011.00,Canva,Y,Y
41-3011.00,Contact management software,N,N
41-3011.00,Customer relationship management CRM software,N,N
41-3011.00,Email software,N,N
41-3011.00,Facebook,Y,N
41-3011.00,FileMaker Pro,N,N
41-3011.00,Google Ads,N,N
41-3011.00,Google Analytics,Y,N
41-3011.00,Microsoft Access,Y,N
41-3011.00,Microsoft Dynamics,N,N
41-3011.00,Microsoft Excel,Y,Y
41-3011.00,Microsoft Office software,Y,Y
41-3011.00,Microsoft Outlook,Y,Y
41-3011.00,Microsoft PowerPoint,Y,Y
41-3011.00,Microsoft Publisher,N,N
41-3011.00,Microsoft Word,Y,Y
41-3011.00,QuarkXPress,N,N
41-3011.00,Salesforce software,Y,Y
41-3011.00,Web browser software,N,N
41-3011.00,WordPress,Y,N
41-3021.00,Adobe After Effects,Y,N
41-3021.00,Advantage Information Systems The Agency Advantage,N,N
41-3021.00,Agency management software,N,N
41-3021.00,Agency Master,N,N
41-3021.00,Agency Software AgencyPro,N,N
41-3021.00,Allied Financial Software Act4Advisors,N,N
41-3021.00,Allstar Software Systems Kofax,N,N
41-3021.00,AMS Services AMS 360,N,N
41-3021.00,AMS Services AMS Sagitta,N,N
41-3021.00,Apple Final Cut Pro,N,N
41-3021.00,Applied Systems The Agency Manager,N,N
41-3021.00,Applied Systems Vision,N,N
41-3021.00,Benefits Technology Group SalesLogix,N,N
41-3021.00,CoVirt VirtGate,N,N
41-3021.00,CPU Tracker Software CPU Tracker,N,N
41-3021.00,Customer relationship management CRM software,N,N
41-3021.00,Cygnus Software IncomeMax,N,N
41-3021.00,DORIS FILESERVERonline,N,N
41-3021.00,E-Z Data SmartOffice,N,N
41-3021.00,Facebook,Y,N
41-3021.00,FINEOS Insure,N,N
41-3021.00,Fiserv FSC Manager,N,N
41-3021.00,G2X Agility:Insurance,N,N
41-3021.00,GBS Agency Expert,N,N
41-3021.00,GroupMe,N,N
41-3021.00,Healthcare common procedure coding system HCPCS,N,N
41-3021.00,Hoffman Computer Systems Amsoft,N,N
41-3021.00,Infospectrum Quick Insure,N,N
41-3021.00,InStar Orion,N,N
41-3021.00,Insurance analysis software,N,N
41-3021.00,Insurance rating software,N,N
41-3021.00,Insurance Systems WebWriter BackOffice,N,N
41-3021.00,Insurance Technologies Corporation InsurancePro,N,N
41-3021.00,Insurance Technologies ForeSight Enterprise,N,N
41-3021.00,Insurance Technology Consultants WOW,N,N
41-3021.00,irs-aims MARS,N,N
41-3021.00,LIDP Consulting Services The Administrator,N,N
41-3021.00,LinkedIn,N,N
41-3021.00,LogMeIn GoToMeeting,N,N
41-3021.00,Medical procedure coding software,N,N
41-3021.00,MI-Assistant MI Management System,N,N
41-3021.00,Microsoft Dynamics,N,N
41-3021.00,Microsoft Excel,Y,Y
41-3021.00,Microsoft Office software,Y,Y
41-3021.00,Microsoft Outlook,Y,Y
41-3021.00,Microsoft PowerPoint,Y,N
41-3021.00,Microsoft Windows,Y,N
41-3021.00,Microsoft Word,Y,N
41-3021.00,NaviSys Front Office,N,N
41-3021.00,North American Software Associates Eclipse,N,N
41-3021.00,Online Database Solutions Agent Intelligence,N,N
41-3021.00,QuickQuote QuickFile Agency Management System,N,N
41-3021.00,Results International Systems Artius Suite,N,N
41-3021.00,Scheduling software,N,N
41-3021.00,Skywire Software Policyware,N,N
41-3021.00,Special Agent,N,N
41-3021.00,Spreadsheet software,N,N
41-3021.00,Tangle S Creations Your Insurance Office,N,N
41-3021.00,Terrace Consulting AgencyInsight,N,N
41-3021.00,Tritech Financial Systems General Insurance Management System GIMS,N,N
41-3021.00,Underwriting software,N,N
41-3021.00,United Systems and Software Individual Life and Health Administration System,N,N
41-3021.00,Vulcan Solutions Vulcan Insurance,N,N
41-3021.00,Web browser software,N,N
41-3021.00,Word processing software,N,N
41-3021.00,YouTube,N,N
41-3021.00,Zoom,Y,N
41-3031.00,ADP/Vantra VOLTS,N,N
41-3031.00,AIQ Systems TradingExpert Pro,N,N
41-3031.00,AnalyzerXL,N,N
41-3031.00,Aspen Graphics Technical Analysis Software,N,N
41-3031.00,Bloomberg Professional,N,N
41-3031.00,BondDesk Group Trader WorkStation,N,N
41-3031.00,C++,Y,N
41-3031.00,CableSoft LiveWire Trader,N,N
41-3031.00,Calypso Technology Calypso Asset Management,N,N
41-3031.00,Charles River Development Charles River Investment Management System,N,N
41-3031.00,Citi The Yield Book Calculator,N,N
41-3031.00,CQG Integrated Client,N,N
41-3031.00,CSI Complex Systems ClientTrade,N,N
41-3031.00,Customer information control system CICS,N,N
41-3031.00,Customer relationship management CRM software,N,N
41-3031.00,Database management software,N,N
41-3031.00,Derivicom FinOptions XL,N,N
41-3031.00,Email software,N,N
41-3031.00,FileMaker Pro,N,N
41-3031.00,Financial needs analysis software,N,N
41-3031.00,Fixed income alternative trading systems ATS,N,N
41-3031.00,Fund accounting software,N,N
41-3031.00,FundCount Web,N,N
41-3031.00,Graphics software,N,N
41-3031.00,IBM Cognos Impromptu,N,N
41-3031.00,IBM Notes,N,N
41-3031.00,Imagine Software Imagine Trading System,N,N
41-3031.00,Knight BondPoint,N,N
41-3031.00,Leading Market Technologies EXPO,N,N
41-3031.00,LinkedIn,N,N
41-3031.00,Linux,Y,N
41-3031.00,Microsoft Access,Y,N
41-3031.00,Microsoft Dynamics,N,N
41-3031.00,Microsoft Dynamics GP,N,N
41-3031.00,Microsoft Excel,Y,Y
41-3031.00,Microsoft Office software,Y,Y
41-3031.00,Microsoft Outlook,Y,N
41-3031.00,Microsoft PowerPoint,Y,N
41-3031.00,Microsoft SharePoint,Y,N
41-3031.00,Microsoft Visual Basic,Y,N
41-3031.00,Microsoft Windows,Y,N
41-3031.00,Microsoft Word,Y,N
41-3031.00,Multiple trading transaction systems,N,N
41-3031.00,Oracle E-Business Suite Financials,N,N
41-3031.00,Oracle Hyperion,N,N
41-3031.00,Oracle Java,Y,N
41-3031.00,Oracle PeopleSoft,Y,N
41-3031.00,Oracle PeopleSoft Financials,N,N
41-3031.00,Oracle Siebel CRM,N,N
41-3031.00,Project management software,N,N
41-3031.00,Python,Y,N
41-3031.00,R,Y,N
41-3031.00,Realm Business Solutions INSIGHT for ARGUS,N,N
41-3031.00,Redi Enterprise Development Redi ERM,N,N
41-3031.00,Regulatory agency compliance software,N,N
41-3031.00,Sage 50 Accounting,N,N
41-3031.00,Sales analysis software,N,N
41-3031.00,Salesforce software,Y,N
41-3031.00,SAP software,Y,N
41-3031.00,Scheduling software,N,N
41-3031.00,Spreadsheet software,N,N
41-3031.00,SunGard MicroHedge,N,N
41-3031.00,Telvent DTN ProphetX,N,N
41-3031.00,The MathWorks MATLAB,Y,N
41-3031.00,Thomson Reuters Tradeweb,N,N
41-3031.00,Tradeweb Markets Tradeweb,N,N
41-3031.00,Trading Blox,N,N
41-3031.00,Triple Point Commodity XL,N,N
41-3031.00,UNIX,Y,N
41-3031.00,Web browser software,N,N
41-3031.00,Web-based information systems,N,N
41-3031.00,Web-based trading systems,N,N
41-3031.00,Word processing software,N,N
41-3041.00,Amadeus CRS,N,Y
41-3041.00,Apollo Reservation System,N,N
41-3041.00,Colibripms Software Colibri,N,N
41-3041.00,DataSwell,N,N
41-3041.00,Galor Travel Booster,N,N
41-3041.00,Global distribution system GDS software,N,N
41-3041.00,Globekey Agentkey,N,N
41-3041.00,Illusions Online Illusions OnDemand,N,N
41-3041.00,IMS Travel Agent Reservation Software System,N,N
41-3041.00,Intuit QuickBooks,Y,N
41-3041.00,MGHworld Travel Agents,N,N
41-3041.00,Microsoft Access,Y,N
41-3041.00,Microsoft Excel,Y,Y
41-3041.00,Microsoft Office software,Y,Y
41-3041.00,Microsoft Outlook,Y,Y
41-3041.00,Microsoft PowerPoint,Y,N
41-3041.00,Microsoft Word,Y,N
41-3041.00,Orbitz Worldwide Orbitz for Agents,N,N
41-3041.00,Rezdy booking software,N,N
41-3041.00,Rezgo online booking software,N,N
41-3041.00,Rezopia,N,N
41-3041.00,Sabre Airline Solutions SabreSonic Customer Sales & Service,N,N
41-3041.00,Sabre Central Command,N,Y
41-3041.00,SAP Concur,Y,N
41-3041.00,TourCMS,N,N
41-3041.00,TourWriter,N,N
41-3041.00,Travel Agent CMS,N,N
41-3041.00,TravelCarma,N,N
41-3041.00,Travii reservation system software,N,N
41-3041.00,Zoom,Y,Y
41-3091.00,Apple macOS,Y,N
41-3091.00,Customer relationship management CRM software,N,N
41-3091.00,Enterprise application integration EAI software,N,N
41-3091.00,HubSpot software,Y,N
41-3091.00,IBM SPSS Statistics,Y,N
41-3091.00,JamBoard,N,N
41-3091.00,Microsoft Dynamics,N,N
41-3091.00,Microsoft Excel,Y,Y
41-3091.00,Microsoft Office software,Y,Y
41-3091.00,Microsoft Outlook,Y,Y
41-3091.00,Microsoft PowerPoint,Y,Y
41-3091.00,Microsoft Project,Y,N
41-3091.00,Microsoft Word,Y,N
41-3091.00,Salesforce software,Y,Y
41-4011.00,Act!,N,N
41-4011.00,ActionWare,N,N
41-4011.00,AdTrack Customer Acquisition Management CAM,N,N
41-4011.00,Amazon Web Services AWS software,Y,N
41-4011.00,AMG Teleran SalesInSync,N,N
41-4011.00,Apache Hadoop,Y,N
41-4011.00,Cegedim Target Software Target SFA Pharmaceutical Suite,N,N
41-4011.00,Citrix cloud computing software,N,N
41-4011.00,Customer relationship management CRM software,N,N
41-4011.00,Enterprise application integration EAI software,N,N
41-4011.00,FileMaker Pro,N,N
41-4011.00,Google Ads,N,N
41-4011.00,Google Analytics,Y,N
41-4011.00,Google Workspace software,Y,N
41-4011.00,HEAT Software GoldMine,N,N
41-4011.00,HubSpot software,Y,N
41-4011.00,IBM InfoSphere DataStage,N,N
41-4011.00,IBM Notes,N,N
41-4011.00,IBM SPSS Statistics,Y,N
41-4011.00,Infor ERP SyteLine,N,N
41-4011.00,InsideSales.com,N,N
41-4011.00,Intuit QuickBooks,Y,N
41-4011.00,Khameleon,N,N
41-4011.00,LexisNexis,N,N
41-4011.00,LinkedIn,N,N
41-4011.00,Linux,Y,N
41-4011.00,LogMeIn GoToMeeting,N,N
41-4011.00,LogMeIn GoToWebinar,N,N
41-4011.00,McAfee,N,N
41-4011.00,Microsoft Access,Y,N
41-4011.00,Microsoft Azure software,Y,N
41-4011.00,Microsoft Dynamics,N,N
41-4011.00,Microsoft Excel,Y,Y
41-4011.00,Microsoft Exchange,N,N
41-4011.00,Microsoft Office software,Y,Y
41-4011.00,Microsoft Outlook,Y,Y
41-4011.00,Microsoft PowerPoint,Y,N
41-4011.00,Microsoft Project,Y,N
41-4011.00,Microsoft Publisher,N,N
41-4011.00,Microsoft SharePoint,Y,N
41-4011.00,Microsoft Word,Y,N
41-4011.00,MicroStrategy,N,N
41-4011.00,NetSuite ERP,N,N
41-4011.00,NetSuite NetCRM,N,N
41-4011.00,NortonLifeLock cybersecurity software,N,N
41-4011.00,Oracle Database,Y,N
41-4011.00,Oracle Fusion Applications,N,N
41-4011.00,Oracle Hyperion,N,N
41-4011.00,Oracle PeopleSoft,Y,N
41-4011.00,Presentation software,N,N
41-4011.00,R,Y,N
41-4011.00,Salesforce software,Y,Y
41-4011.00,Salesforce.com Salesforce CRM,N,N
41-4011.00,SAP software,Y,N
41-4011.00,SAP Sybase SQL Anywhere,N,N
41-4011.00,SAS,Y,N
41-4011.00,Scheduling software,N,N
41-4011.00,Spreadsheet software,N,N
41-4011.00,StataCorp Stata,N,N
41-4011.00,Tax software,N,N
41-4011.00,Teradata Database,Y,N
41-4011.00,Virtual private networking VPN software,N,N
41-4011.00,Voice over internet protocol VoIP system software,N,N
41-4011.00,Web browser software,N,N
41-4011.00,Word processing software,N,N
41-4011.00,YouTube,N,N
41-4011.00,Zoom,Y,N
41-4011.07,Adobe Acrobat,Y,N
41-4011.07,Autodesk AutoCAD,Y,N
41-4011.07,Customer relationship management CRM software,N,Y
41-4011.07,Google Meet,N,N
41-4011.07,Google Workspace software,Y,N
41-4011.07,Microsoft Dynamics,N,N
41-4011.07,Microsoft Excel,Y,N
41-4011.07,Microsoft Office software,Y,N
41-4011.07,Microsoft Outlook,Y,N
41-4011.07,Microsoft PowerPoint,Y,N
41-4011.07,Microsoft Project,Y,N
41-4011.07,Microsoft Word,Y,N
41-4011.07,Salesforce software,Y,Y
41-4011.07,Salesforce.com Salesforce CRM,N,N
41-4011.07,Solar analysis software,N,N
41-4011.07,Trimble SketchUp Pro,Y,N
41-4011.07,Web browser software,N,N
41-4011.07,Zoom,Y,N
41-4012.00,3M Post-it App,N,N
41-4012.00,ACT! Premium,N,N
41-4012.00,Adobe Acrobat,Y,N
41-4012.00,Adobe Creative Cloud software,Y,N
41-4012.00,Adobe Dreamweaver,N,N
41-4012.00,Adobe Illustrator,Y,N
41-4012.00,Adobe InDesign,Y,N
